timestamp_raw,timestamp_iso,price,volume
Oct 03 2016 01: +0,,4.68,4395
Oct 04 2016 01: +0,,4.533,4940
Oct 05 2016 01: +0,,4.87,3541
Oct 06 2016 01: +0,,4.147,4227
Oct 07 2016 01: +0,,4.527,5411
Oct 08 2016 01: +0,,4.666,5124
Oct 09 2016 01: +0,,4.773,5103
Oct 10 2016 01: +0,,4.568,4143
Oct 11 2016 01: +0,,5.077,3767
Oct 12 2016 01: +0,,4.673,3443
Oct 13 2016 01: +0,,4.892,3365
Oct 14 2016 01: +0,,4.477,3940
Oct 15 2016 01: +0,,4.891,4202
Oct 16 2016 01: +0,,4.656,4762
Oct 17 2016 01: +0,,4.562,3912
Oct 18 2016 01: +0,,4.843,4668
Oct 19 2016 01: +0,,4.216,7793
Oct 20 2016 01: +0,,4.995,23657
Oct 21 2016 01: +0,,5.88,18807
Oct 22 2016 01: +0,,7.009,23371
Oct 23 2016 01: +0,,7.818,20286
Oct 24 2016 01: +0,,6.541,8208
Oct 25 2016 01: +0,,7.364,14927
Oct 26 2016 01: +0,,8.172,9887
Oct 27 2016 01: +0,,8.196,12721
Oct 28 2016 01: +0,,7.846,12523
Oct 29 2016 01: +0,,7.335,13929
Oct 30 2016 01: +0,,7.209,18045
Oct 31 2016 01: +0,,7.145,20815
Nov 01 2016 01: +0,,10.151,71990
Nov 02 2016 01: +0,,8.717,26259
Nov 03 2016 01: +0,,10.559,25449
Nov 04 2016 01: +0,,10.79,24590
Nov 05 2016 01: +0,,10.422,25940
Nov 06 2016 01: +0,,9.918,18627
Nov 07 2016 01: +0,,8.417,35374
Nov 08 2016 01: +0,,7.535,28740
Nov 09 2016 01: +0,,8.757,58973
Nov 10 2016 01: +0,,10.833,33962
Nov 11 2016 01: +0,,10.702,50746
Nov 12 2016 01: +0,,12.917,58485
Nov 13 2016 01: +0,,13.185,33664
Nov 14 2016 01: +0,,13.197,27115
Nov 15 2016 01: +0,,12.438,22283
Nov 16 2016 01: +0,,12.205,15468
Nov 17 2016 01: +0,,11.156,17325
Nov 18 2016 01: +0,,10.157,12874
Nov 19 2016 01: +0,,9.173,14378
Nov 20 2016 01: +0,,8.82,13131
Nov 21 2016 01: +0,,9.128,7491
Nov 22 2016 01: +0,,9.243,9980
Nov 23 2016 01: +0,,8.109,9144
Nov 24 2016 01: +0,,7.168,14016
Nov 25 2016 01: +0,,7.287,10051
Nov 26 2016 01: +0,,7.768,11623
Nov 27 2016 01: +0,,7.857,10331
Nov 28 2016 01: +0,,7.57,10369
Nov 29 2016 01: +0,,8.092,10625
Nov 30 2016 01: +0,,8.012,7800
Dec 01 2016 01: +0,,8.332,9934
Dec 02 2016 01: +0,,8.629,7965
Dec 03 2016 01: +0,,8.275,7641
Dec 04 2016 01: +0,,8.006,9857
Dec 05 2016 01: +0,,7.996,8119
Dec 06 2016 01: +0,,7.704,5870
Dec 07 2016 01: +0,,7.56,7521
Dec 08 2016 01: +0,,7.513,6026
Dec 09 2016 01: +0,,7.919,5377
Dec 10 2016 01: +0,,7.427,5919
Dec 11 2016 01: +0,,7.898,7378
Dec 12 2016 01: +0,,7.593,5580
Dec 13 2016 01: +0,,7.689,13220
Dec 14 2016 01: +0,,7.208,5908
Dec 15 2016 01: +0,,7.139,6082
Dec 16 2016 01: +0,,6.88,7110
Dec 17 2016 01: +0,,6.847,7214
Dec 18 2016 01: +0,,6.332,10324
Dec 19 2016 01: +0,,6.483,6791
Dec 20 2016 01: +0,,6.544,5749
Dec 21 2016 01: +0,,6.28,5396
Dec 22 2016 01: +0,,5.884,6554
Dec 23 2016 01: +0,,5.274,6823
Dec 24 2016 01: +0,,5.407,7959
Dec 25 2016 01: +0,,5.869,9294
Dec 26 2016 01: +0,,6.33,7099
Dec 27 2016 01: +0,,6.118,7676
Dec 28 2016 01: +0,,5.596,7000
Dec 29 2016 01: +0,,5.901,8559
Dec 30 2016 01: +0,,6.678,7481
Dec 31 2016 01: +0,,6.964,12545
Jan 01 2017 01: +0,,7.213,10424
Jan 02 2017 01: +0,,7.124,11865
Jan 03 2017 01: +0,,7.886,7369
Jan 04 2017 01: +0,,7.507,6607
Jan 05 2017 01: +0,,7.251,5703
Jan 06 2017 01: +0,,7.238,6492
Jan 07 2017 01: +0,,7.705,8159
Jan 08 2017 01: +0,,7.544,7258
Jan 09 2017 01: +0,,6.976,7506
Jan 10 2017 01: +0,,7.356,6426
Jan 11 2017 01: +0,,7.382,8204
Jan 12 2017 01: +0,,7.001,5642
Jan 13 2017 01: +0,,7.261,6182
Jan 14 2017 01: +0,,6.973,7085
Jan 15 2017 01: +0,,6.532,7052
Jan 16 2017 01: +0,,6.888,6353
Jan 17 2017 01: +0,,7.003,5833
Jan 18 2017 01: +0,,6.848,4842
Jan 19 2017 01: +0,,6.604,5655
Jan 20 2017 01: +0,,6.507,5254
Jan 21 2017 01: +0,,6.528,5861
Jan 22 2017 01: +0,,6.464,6972
Jan 23 2017 01: +0,,6.182,6234
Jan 24 2017 01: +0,,6.117,6191
Jan 25 2017 01: +0,,6.093,5096
Jan 26 2017 01: +0,,5.926,5812
Jan 27 2017 01: +0,,5.599,6329
Jan 28 2017 01: +0,,6.189,6162
Jan 29 2017 01: +0,,5.754,7262
Jan 30 2017 01: +0,,6.009,6413
Jan 31 2017 01: +0,,6.244,5579
Feb 01 2017 01: +0,,6.23,4890
Feb 02 2017 01: +0,,6.595,5376
Feb 03 2017 01: +0,,6.599,6206
Feb 04 2017 01: +0,,6.936,6178
Feb 05 2017 01: +0,,6.398,6379
Feb 06 2017 01: +0,,6.2,5006
Feb 07 2017 01: +0,,6.67,5104
Feb 08 2017 01: +0,,6.47,4819
Feb 09 2017 01: +0,,6.526,5060
Feb 10 2017 01: +0,,6.096,6924
Feb 11 2017 01: +0,,5.812,7837
Feb 12 2017 01: +0,,5.757,5351
Feb 13 2017 01: +0,,5.878,5143
Feb 14 2017 01: +0,,6.019,4844
Feb 15 2017 01: +0,,5.798,4476
Feb 16 2017 01: +0,,5.687,6238
Feb 17 2017 01: +0,,5.631,4939
Feb 18 2017 01: +0,,5.546,6508
Feb 19 2017 01: +0,,5.733,5747
Feb 20 2017 01: +0,,5.747,6059
Feb 21 2017 01: +0,,5.67,5554
Feb 22 2017 01: +0,,6.01,6422
Feb 23 2017 01: +0,,5.803,5867
Feb 24 2017 01: +0,,5.875,6142
Feb 25 2017 01: +0,,5.689,7634
Feb 26 2017 01: +0,,6.008,11958
Feb 27 2017 01: +0,,6.51,19558
Feb 28 2017 01: +0,,7.622,12382
Mar 01 2017 01: +0,,8.468,15315
Mar 02 2017 01: +0,,8.952,10370
Mar 03 2017 01: +0,,8.593,8197
Mar 04 2017 01: +0,,8.724,7346
Mar 05 2017 01: +0,,8.323,6823
Mar 06 2017 01: +0,,7.949,4798
Mar 07 2017 01: +0,,8.094,5033
Mar 08 2017 01: +0,,7.994,4568
Mar 09 2017 01: +0,,7.348,4061
Mar 10 2017 01: +0,,7.802,6716
Mar 11 2017 01: +0,,7.758,7385
Mar 12 2017 01: +0,,7.67,4749
Mar 13 2017 01: +0,,7.662,4670
Mar 14 2017 01: +0,,7.666,4643
Mar 15 2017 01: +0,,7.516,4497
Mar 16 2017 01: +0,,7.667,4787
Mar 17 2017 01: +0,,8.075,5483
Mar 18 2017 01: +0,,7.939,7189
Mar 19 2017 01: +0,,7.503,7097
Mar 20 2017 01: +0,,6.719,7575
Mar 21 2017 01: +0,,7.195,5683
Mar 22 2017 01: +0,,7.166,7558
Mar 23 2017 01: +0,,7.431,5876
Mar 24 2017 01: +0,,7.02,6940
Mar 25 2017 01: +0,,7.439,6527
Mar 26 2017 01: +0,,7.178,5976
Mar 27 2017 01: +0,,6.779,6682
Mar 28 2017 01: +0,,7.079,6269
Mar 29 2017 01: +0,,7.099,5144
Mar 30 2017 01: +0,,7.212,6083
Mar 31 2017 01: +0,,6.953,6133
Apr 01 2017 01: +0,,7.091,7150
Apr 02 2017 01: +0,,6.893,6059
Apr 03 2017 01: +0,,6.252,5653
Apr 04 2017 01: +0,,6.861,4856
Apr 05 2017 01: +0,,6.654,4524
Apr 06 2017 01: +0,,6.718,5381
Apr 07 2017 01: +0,,6.866,4489
Apr 08 2017 01: +0,,6.9,5281
Apr 09 2017 01: +0,,6.893,4565
Apr 10 2017 01: +0,,7.02,5285
Apr 11 2017 01: +0,,7.082,4278
Apr 12 2017 01: +0,,6.903,4662
Apr 13 2017 01: +0,,7.037,5236
Apr 14 2017 01: +0,,6.636,4865
Apr 15 2017 01: +0,,6.359,5131
Apr 16 2017 01: +0,,6.365,5474
Apr 17 2017 01: +0,,6.28,5691
Apr 18 2017 01: +0,,6.016,5251
Apr 19 2017 01: +0,,6.009,4887
Apr 20 2017 01: +0,,5.954,5078
Apr 21 2017 01: +0,,6.348,5339
Apr 22 2017 01: +0,,6.418,5703
Apr 23 2017 01: +0,,6.251,5561
Apr 24 2017 01: +0,,6.079,5053
Apr 25 2017 01: +0,,5.868,5537
Apr 26 2017 01: +0,,6.195,4734
Apr 27 2017 01: +0,,6.318,4501
Apr 28 2017 01: +0,,6.39,5600
Apr 29 2017 01: +0,,6.168,6138
Apr 30 2017 01: +0,,6.233,5473
May 01 2017 01: +0,,6.05,5707
May 02 2017 01: +0,,6.056,4352
May 03 2017 01: +0,,6.116,4813
May 04 2017 01: +0,,6.095,4129
May 05 2017 01: +0,,5.993,5179
May 06 2017 01: +0,,5.76,5510
May 07 2017 01: +0,,5.886,5481
May 08 2017 01: +0,,5.751,4075
May 09 2017 01: +0,,5.589,4402
May 10 2017 01: +0,,5.625,4522
May 11 2017 01: +0,,5.63,5485
May 12 2017 01: +0,,5.815,4350
May 13 2017 01: +0,,5.953,5687
May 14 2017 01: +0,,5.839,5108
May 15 2017 01: +0,,5.925,6031
May 16 2017 01: +0,,6.027,4296
May 17 2017 01: +0,,5.891,4432
May 18 2017 01: +0,,6.167,4255
May 19 2017 01: +0,,6.017,4117
May 20 2017 01: +0,,6.105,5814
May 21 2017 01: +0,,5.895,5099
May 22 2017 01: +0,,5.898,4885
May 23 2017 01: +0,,6.005,3803
May 24 2017 01: +0,,4.997,7180
May 25 2017 01: +0,,5.25,5179
May 26 2017 01: +0,,5.312,4865
May 27 2017 01: +0,,5.548,3958
May 28 2017 01: +0,,5.445,5202
May 29 2017 01: +0,,5.285,4351
May 30 2017 01: +0,,5.58,4055
May 31 2017 01: +0,,5.931,6579
Jun 01 2017 01: +0,,5.726,4824
Jun 02 2017 01: +0,,6.024,6262
Jun 03 2017 01: +0,,6.187,4790
Jun 04 2017 01: +0,,5.99,4205
Jun 05 2017 01: +0,,6.126,4766
Jun 06 2017 01: +0,,6.562,3964
Jun 07 2017 01: +0,,6.342,3325
Jun 08 2017 01: +0,,6.057,4386
Jun 09 2017 01: +0,,6.175,3607
Jun 10 2017 01: +0,,5.882,6413
Jun 11 2017 01: +0,,6.306,3944
Jun 12 2017 01: +0,,6.106,5056
Jun 13 2017 01: +0,,6.204,5440
Jun 14 2017 01: +0,,5.774,3785
Jun 15 2017 01: +0,,5.427,11578
Jun 16 2017 01: +0,,6.113,4569
Jun 17 2017 01: +0,,5.345,3766
Jun 18 2017 01: +0,,5.444,3781
Jun 19 2017 01: +0,,5.239,3763
Jun 20 2017 01: +0,,5.293,3311
Jun 21 2017 01: +0,,5.294,3165
Jun 22 2017 01: +0,,4.787,4175
Jun 23 2017 01: +0,,4.281,8446
Jun 24 2017 01: +0,,4.788,4088
Jun 25 2017 01: +0,,4.717,4085
Jun 26 2017 01: +0,,4.646,4315
Jun 27 2017 01: +0,,4.918,3419
Jun 28 2017 01: +0,,4.558,3466
Jun 29 2017 01: +0,,4.696,4306
Jun 30 2017 01: +0,,5.284,4375
Jul 01 2017 01: +0,,5.047,4400
Jul 02 2017 01: +0,,4.593,3495
Jul 03 2017 01: +0,,4.643,3404
Jul 04 2017 01: +0,,4.431,4211
Jul 05 2017 01: +0,,4.335,3557
Jul 06 2017 01: +0,,4.879,4079
Jul 07 2017 01: +0,,5.358,3652
Jul 08 2017 01: +0,,5.021,3521
Jul 09 2017 01: +0,,5.014,3179
Jul 10 2017 01: +0,,4.692,4908
Jul 11 2017 01: +0,,5.225,3742
Jul 12 2017 01: +0,,5.003,3240
Jul 13 2017 01: +0,,5.117,2740
Jul 14 2017 01: +0,,5.383,3257
Jul 15 2017 01: +0,,5.26,3865
Jul 16 2017 01: +0,,4.777,3843
Jul 17 2017 01: +0,,5.404,3999
Jul 18 2017 01: +0,,5.478,3985
Jul 19 2017 01: +0,,5.151,3679
Jul 20 2017 01: +0,,5.138,4292
Jul 21 2017 01: +0,,5.105,4537
Jul 22 2017 01: +0,,5.29,4135
Jul 23 2017 01: +0,,4.622,5917
Jul 24 2017 01: +0,,4.703,4252
Jul 25 2017 01: +0,,5.038,4120
Jul 26 2017 01: +0,,5.072,3748
Jul 27 2017 01: +0,,5.246,4666
Jul 28 2017 01: +0,,5.433,3543
Jul 29 2017 01: +0,,4.931,4434
Jul 30 2017 01: +0,,5.286,4064
Jul 31 2017 01: +0,,5.455,3687
Aug 01 2017 01: +0,,5.66,4422
Aug 02 2017 01: +0,,5.526,5291
Aug 03 2017 01: +0,,5.444,4347
Aug 04 2017 01: +0,,5.707,4592
Aug 05 2017 01: +0,,5.749,4610
Aug 06 2017 01: +0,,5.557,4201
Aug 07 2017 01: +0,,4.817,5550
Aug 08 2017 01: +0,,5.09,3951
Aug 09 2017 01: +0,,4.933,4093
Aug 10 2017 01: +0,,4.55,4615
Aug 11 2017 01: +0,,4.682,3592
Aug 12 2017 01: +0,,5.075,3449
Aug 13 2017 01: +0,,4.803,3668
Aug 14 2017 01: +0,,4.946,5233
Aug 15 2017 01: +0,,5.184,3785
Aug 16 2017 01: +0,,4.761,2811
Aug 17 2017 01: +0,,4.943,3209
Aug 18 2017 01: +0,,4.727,4054
Aug 19 2017 01: +0,,4.627,3977
Aug 20 2017 01: +0,,4.788,4511
Aug 21 2017 01: +0,,4.79,3008
Aug 22 2017 01: +0,,4.764,3896
Aug 23 2017 01: +0,,4.879,3005
Aug 24 2017 01: +0,,4.173,3501
Aug 25 2017 01: +0,,4.504,4218
Aug 26 2017 01: +0,,4.577,3670
Aug 27 2017 01: +0,,4.325,3820
Aug 28 2017 01: +0,,4.151,3610
Aug 29 2017 01: +0,,3.987,3734
Aug 30 2017 01: +0,,3.928,3380
Aug 31 2017 01: +0,,4.51,2887
Sep 01 2017 01: +0,,4.662,3713
Sep 02 2017 01: +0,,4.698,2771
Sep 03 2017 01: +0,,4.467,3133
Sep 04 2017 01: +0,,4.38,3231
Sep 05 2017 01: +0,,4.604,3404
Sep 06 2017 01: +0,,4.778,3382
Sep 07 2017 01: +0,,5.028,2716
Sep 08 2017 01: +0,,4.745,4021
Sep 09 2017 01: +0,,5.093,3260
Sep 10 2017 01: +0,,5.069,3152
Sep 11 2017 01: +0,,5.01,3512
Sep 12 2017 01: +0,,4.681,2715
Sep 13 2017 01: +0,,4.87,3196
Sep 14 2017 01: +0,,4.244,4447
Sep 15 2017 01: +0,,4.634,4083
Sep 16 2017 01: +0,,4.564,6744
Sep 17 2017 01: +0,,4.69,5267
Sep 18 2017 01: +0,,4.533,4104
Sep 19 2017 01: +0,,4.788,2713
Sep 20 2017 01: +0,,4.665,2513
Sep 21 2017 01: +0,,4.576,2716
Sep 22 2017 01: +0,,4.33,4307
Sep 23 2017 01: +0,,4.329,5139
Sep 24 2017 01: +0,,4.656,4637
Sep 25 2017 01: +0,,4.441,3523
Sep 26 2017 01: +0,,4.653,2773
Sep 27 2017 01: +0,,4.651,3243
Sep 28 2017 01: +0,,4.162,2672
Sep 29 2017 01: +0,,4.556,3187
Sep 30 2017 01: +0,,4.608,3397
Oct 01 2017 01: +0,,4.36,3583
Oct 02 2017 01: +0,,3.82,3554
Oct 03 2017 01: +0,,3.866,3053
Oct 04 2017 01: +0,,4.239,3436
Oct 05 2017 01: +0,,4.85,2952
Oct 06 2017 01: +0,,4.944,4622
Oct 07 2017 01: +0,,4.778,3623
Oct 08 2017 01: +0,,4.928,2516
Oct 09 2017 01: +0,,4.883,3393
Oct 10 2017 01: +0,,4.403,3196
Oct 11 2017 01: +0,,4.602,3005
Oct 12 2017 01: +0,,4.501,2689
Oct 13 2017 01: +0,,5.195,3487
Oct 14 2017 01: +0,,4.933,3330
Oct 15 2017 01: +0,,4.648,3308
Oct 16 2017 01: +0,,4.248,2470
Oct 17 2017 01: +0,,4.265,2347
Oct 18 2017 01: +0,,4.119,2575
Oct 19 2017 01: +0,,4.906,2725
Oct 20 2017 01: +0,,4.779,2726
Oct 21 2017 01: +0,,4.507,3042
Oct 22 2017 01: +0,,4.329,2779
Oct 23 2017 01: +0,,4.548,2741
Oct 24 2017 01: +0,,4.445,2295
Oct 25 2017 01: +0,,4.037,2925
Oct 26 2017 01: +0,,4.617,2755
Oct 27 2017 01: +0,,4.323,2699
Oct 28 2017 01: +0,,3.96,4418
Oct 29 2017 01: +0,,3.949,2964
Oct 30 2017 01: +0,,3.733,3199
Oct 31 2017 01: +0,,4.06,17841
Nov 01 2017 01: +0,,4.187,8093
Nov 02 2017 01: +0,,4.483,4061
Nov 03 2017 01: +0,,4.038,3135
Nov 04 2017 01: +0,,4.023,2634
Nov 05 2017 01: +0,,4.214,3052
Nov 06 2017 01: +0,,3.974,2182
Nov 07 2017 01: +0,,3.625,2746
Nov 08 2017 01: +0,,4.046,2101
Nov 09 2017 01: +0,,4.006,2534
Nov 10 2017 01: +0,,4.138,3419
Nov 11 2017 01: +0,,4.455,2501
Nov 12 2017 01: +0,,4.187,2794
Nov 13 2017 01: +0,,4.114,2945
Nov 14 2017 01: +0,,3.383,2452
Nov 15 2017 01: +0,,3.884,2614
Nov 16 2017 01: +0,,3.939,2100
Nov 17 2017 01: +0,,4.028,1970
Nov 18 2017 01: +0,,4.301,2512
Nov 19 2017 01: +0,,3.633,3722
Nov 20 2017 01: +0,,3.8,2780
Nov 21 2017 01: +0,,4.044,2253
Nov 22 2017 01: +0,,3.964,1725
Nov 23 2017 01: +0,,3.408,2569
Nov 24 2017 01: +0,,3.726,2343
Nov 25 2017 01: +0,,3.87,2461
Nov 26 2017 01: +0,,3.704,3216
Nov 27 2017 01: +0,,3.666,1885
Nov 28 2017 01: +0,,4.22,1852
Nov 29 2017 01: +0,,4.033,3217
Nov 30 2017 01: +0,,3.993,2767
Dec 01 2017 01: +0,,4.473,2599
Dec 02 2017 01: +0,,4.372,3852
Dec 03 2017 01: +0,,4.166,2648
Dec 04 2017 01: +0,,4.279,3189
Dec 05 2017 01: +0,,4.807,2477
Dec 06 2017 01: +0,,5.105,2724
Dec 07 2017 01: +0,,4.312,2992
Dec 08 2017 01: +0,,4.224,3053
Dec 09 2017 01: +0,,4.03,2555
Dec 10 2017 01: +0,,4.056,2808
Dec 11 2017 01: +0,,4.128,2135
Dec 12 2017 01: +0,,3.873,2312
Dec 13 2017 01: +0,,4.131,2175
Dec 14 2017 01: +0,,3.627,3366
Dec 15 2017 01: +0,,4.066,2643
Dec 16 2017 01: +0,,3.766,4502
Dec 17 2017 01: +0,,3.855,2875
Dec 18 2017 01: +0,,3.785,4240
Dec 19 2017 01: +0,,3.46,4318
Dec 20 2017 01: +0,,3.825,2841
Dec 21 2017 01: +0,,3.411,2813
Dec 22 2017 01: +0,,3.284,2981
Dec 23 2017 01: +0,,3.934,3846
Dec 24 2017 01: +0,,3.602,4078
Dec 25 2017 01: +0,,4.361,4132
Dec 26 2017 01: +0,,4.356,4383
Dec 27 2017 01: +0,,4.246,3347
Dec 28 2017 01: +0,,3.856,3658
Dec 29 2017 01: +0,,4.562,4781
Dec 30 2017 01: +0,,4.186,3543
Dec 31 2017 01: +0,,4.375,3022
Jan 01 2018 01: +0,,4.448,2884
Jan 02 2018 01: +0,,4.202,2629
Jan 03 2018 01: +0,,4.608,4345
Jan 04 2018 01: +0,,4.48,4028
Jan 05 2018 01: +0,,4.74,3926
Jan 06 2018 01: +0,,4.387,4604
Jan 07 2018 01: +0,,4.966,3563
Jan 08 2018 01: +0,,4.035,4489
Jan 09 2018 01: +0,,4.051,4165
Jan 10 2018 01: +0,,3.966,3897
Jan 11 2018 01: +0,,4.45,3326
Jan 12 2018 01: +0,,4.361,3293
Jan 13 2018 01: +0,,4.445,4219
Jan 14 2018 01: +0,,4.337,4176
Jan 15 2018 01: +0,,4.213,3276
Jan 16 2018 01: +0,,4.311,2935
Jan 17 2018 01: +0,,4.339,3585
Jan 18 2018 01: +0,,3.967,2670
Jan 19 2018 01: +0,,4.395,3545
Jan 20 2018 01: +0,,4.697,3173
Jan 21 2018 01: +0,,4.209,3313
Jan 22 2018 01: +0,,3.806,3816
Jan 23 2018 01: +0,,3.808,3695
Jan 24 2018 01: +0,,4.467,3475
Jan 25 2018 01: +0,,4.363,2830
Jan 26 2018 01: +0,,4.437,3124
Jan 27 2018 01: +0,,4.06,4717
Jan 28 2018 01: +0,,4.21,4169
Jan 29 2018 01: +0,,3.979,3697
Jan 30 2018 01: +0,,4.235,3617
Jan 31 2018 01: +0,,4.505,2966
Feb 01 2018 01: +0,,4.463,3231
Feb 02 2018 01: +0,,4.492,3425
Feb 03 2018 01: +0,,3.554,7116
Feb 04 2018 01: +0,,4.143,3240
Feb 05 2018 01: +0,,4.218,2972
Feb 06 2018 01: +0,,4.53,3648
Feb 07 2018 01: +0,,4.0,2978
Feb 08 2018 01: +0,,4.329,2722
Feb 09 2018 01: +0,,4.455,3379
Feb 10 2018 01: +0,,4.359,3523
Feb 11 2018 01: +0,,4.662,3215
Feb 12 2018 01: +0,,4.574,2918
Feb 13 2018 01: +0,,4.364,2807
Feb 14 2018 01: +0,,4.737,2734
Feb 15 2018 01: +0,,4.413,2884
Feb 16 2018 01: +0,,4.455,4042
Feb 17 2018 01: +0,,4.413,3394
Feb 18 2018 01: +0,,4.405,3589
Feb 19 2018 01: +0,,4.668,3359
Feb 20 2018 01: +0,,4.488,3373
Feb 21 2018 01: +0,,4.567,3380
Feb 22 2018 01: +0,,4.443,2996
Feb 23 2018 01: +0,,4.423,4151
Feb 24 2018 01: +0,,4.968,4487
Feb 25 2018 01: +0,,4.979,3961
Feb 26 2018 01: +0,,4.912,3831
Feb 27 2018 01: +0,,4.947,3408
Feb 28 2018 01: +0,,4.263,6690
Mar 01 2018 01: +0,,4.161,5057
Mar 02 2018 01: +0,,4.83,3739
Mar 03 2018 01: +0,,4.335,4016
Mar 04 2018 01: +0,,4.335,3307
Mar 05 2018 01: +0,,3.863,3715
Mar 06 2018 01: +0,,4.404,3552
Mar 07 2018 01: +0,,4.722,3148
Mar 08 2018 01: +0,,4.497,3277
Mar 09 2018 01: +0,,4.509,3068
Mar 10 2018 01: +0,,4.108,4004
Mar 11 2018 01: +0,,4.32,6577
Mar 12 2018 01: +0,,4.139,3423
Mar 13 2018 01: +0,,3.944,3952
Mar 14 2018 01: +0,,4.134,4185
Mar 15 2018 01: +0,,4.292,3354
Mar 16 2018 01: +0,,4.268,3493
Mar 17 2018 01: +0,,4.196,5012
Mar 18 2018 01: +0,,4.012,4929
Mar 19 2018 01: +0,,4.181,3602
Mar 20 2018 01: +0,,3.825,3856
Mar 21 2018 01: +0,,3.807,5470
Mar 22 2018 01: +0,,3.76,2152
Mar 23 2018 01: +0,,4.189,4053
Mar 24 2018 01: +0,,4.38,3138
Mar 25 2018 01: +0,,3.983,3490
Mar 26 2018 01: +0,,4.086,2376
Mar 27 2018 01: +0,,4.156,2782
Mar 28 2018 01: +0,,4.268,3254
Mar 29 2018 01: +0,,4.746,2111
Mar 30 2018 01: +0,,3.906,3698
Mar 31 2018 01: +0,,4.146,3543
Apr 01 2018 01: +0,,4.644,3138
Apr 02 2018 01: +0,,4.487,2345
Apr 03 2018 01: +0,,4.381,3483
Apr 04 2018 01: +0,,3.89,5190
Apr 05 2018 01: +0,,4.58,3450
Apr 06 2018 01: +0,,4.253,3329
Apr 07 2018 01: +0,,4.687,2043
Apr 08 2018 01: +0,,4.222,3650
Apr 09 2018 01: +0,,4.179,2807
Apr 10 2018 01: +0,,4.579,3202
Apr 11 2018 01: +0,,4.223,3688
Apr 12 2018 01: +0,,4.321,3442
Apr 13 2018 01: +0,,4.825,2035
Apr 14 2018 01: +0,,4.77,3110
Apr 15 2018 01: +0,,3.987,3626
Apr 16 2018 01: +0,,5.058,2572
Apr 17 2018 01: +0,,4.579,1675
Apr 18 2018 01: +0,,4.372,5432
Apr 19 2018 01: +0,,4.112,2564
Apr 20 2018 01: +0,,4.059,2769
Apr 21 2018 01: +0,,4.654,2764
Apr 22 2018 01: +0,,4.658,1842
Apr 23 2018 01: +0,,4.713,1811
Apr 24 2018 01: +0,,4.83,2243
Apr 25 2018 01: +0,,4.795,2069
Apr 26 2018 01: +0,,4.871,2109
Apr 27 2018 01: +0,,5.113,2840
Apr 28 2018 01: +0,,4.373,5712
Apr 29 2018 01: +0,,4.203,2785
Apr 30 2018 01: +0,,4.557,2093
May 01 2018 01: +0,,4.502,2156
May 02 2018 01: +0,,4.697,1759
May 03 2018 01: +0,,5.024,2500
May 04 2018 01: +0,,5.219,3220
May 05 2018 01: +0,,4.491,2626
May 06 2018 01: +0,,4.615,2447
May 07 2018 01: +0,,4.893,2158
May 08 2018 01: +0,,4.521,2074
May 09 2018 01: +0,,4.523,2967
May 10 2018 01: +0,,4.492,2483
May 11 2018 01: +0,,4.665,2178
May 12 2018 01: +0,,4.885,2321
May 13 2018 01: +0,,4.947,2436
May 14 2018 01: +0,,4.873,2412
May 15 2018 01: +0,,5.037,1836
May 16 2018 01: +0,,4.899,1805
May 17 2018 01: +0,,4.811,1596
May 18 2018 01: +0,,4.811,2452
May 19 2018 01: +0,,5.003,2126
May 20 2018 01: +0,,5.15,2092
May 21 2018 01: +0,,5.383,2396
May 22 2018 01: +0,,5.875,2374
May 23 2018 01: +0,,5.278,2113
May 24 2018 01: +0,,5.468,2308
May 25 2018 01: +0,,5.645,2597
May 26 2018 01: +0,,5.498,11833
May 27 2018 01: +0,,5.865,13877
May 28 2018 01: +0,,6.944,2873
May 29 2018 01: +0,,7.252,4732
May 30 2018 01: +0,,7.282,1612
May 31 2018 01: +0,,7.335,2285
Jun 01 2018 01: +0,,7.288,2587
Jun 02 2018 01: +0,,8.534,2970
Jun 03 2018 01: +0,,8.694,2811
Jun 04 2018 01: +0,,8.6,2237
Jun 05 2018 01: +0,,8.665,2714
Jun 06 2018 01: +0,,8.332,2198
Jun 07 2018 01: +0,,8.091,2249
Jun 08 2018 01: +0,,7.755,2013
Jun 09 2018 01: +0,,8.048,1880
Jun 10 2018 01: +0,,7.587,2492
Jun 11 2018 01: +0,,7.208,2490
Jun 12 2018 01: +0,,6.947,1979
Jun 13 2018 01: +0,,6.718,1803
Jun 14 2018 01: +0,,6.565,1591
Jun 15 2018 01: +0,,6.115,2729
Jun 16 2018 01: +0,,6.534,2023
Jun 17 2018 01: +0,,5.88,1518
Jun 18 2018 01: +0,,6.246,2025
Jun 19 2018 01: +0,,6.437,1451
Jun 20 2018 01: +0,,5.568,1970
Jun 21 2018 01: +0,,5.97,2461
Jun 22 2018 01: +0,,4.92,2252
Jun 23 2018 01: +0,,5.25,2368
Jun 24 2018 01: +0,,5.183,1502
Jun 25 2018 01: +0,,4.595,1930
Jun 26 2018 01: +0,,4.842,1515
Jun 27 2018 01: +0,,5.325,1863
Jun 28 2018 01: +0,,5.224,1588
Jun 29 2018 01: +0,,5.356,2155
Jun 30 2018 01: +0,,5.355,1929
Jul 01 2018 01: +0,,4.732,2297
Jul 02 2018 01: +0,,4.596,1712
Jul 03 2018 01: +0,,5.125,1691
Jul 04 2018 01: +0,,4.984,2018
Jul 05 2018 01: +0,,4.922,1881
